id;check;state;time
4951;5149;0;21:49:04
4952;5149;2;21:56:21
4953;5150;0;07:35:52
4954;5150;1;16:03:48
4955;5151;0;23:04:22
4956;5151;1;23:06:07
4957;5152;0;08:44:24
4958;5152;1;13:21:23
4959;5159;0;04:52:11
4960;5159;1;11:07:10
4961;5162;0;04:09:36
4962;5162;2;14:21:36
4963;5163;0;09:45:08
4964;5163;1;14:08:36
4965;5165;0;13:14:06
4966;5165;2;19:02:06
4967;5168;0;04:49:10
4968;5168;2;23:39:25
4969;5170;0;14:33:06
4970;5170;1;16:27:38
4971;5172;0;18:30:10
4972;5172;2;19:05:10
4973;5177;0;08:30:31
4974;5177;2;22:24:43
4975;5178;0;15:50:41
4976;5178;2;21:27:18
4977;5179;0;20:56:30
4978;5179;1;20:57:17
4979;5181;0;14:08:52
4980;5181;1;20:05:24
4981;5182;0;23:24:59
4982;5182;1;23:56:06
4983;5183;0;08:18:40
4984;5183;1;22:40:55
4985;5185;0;02:10:08
4986;5185;1;12:51:51
4987;5187;0;15:12:45
4988;5187;2;20:40:15
4989;5188;0;11:52:40
4990;5188;1;14:28:17
4991;5193;0;13:13:23
4992;5193;2;17:38:28
4993;5194;0;17:11:47
4994;5194;1;21:53:30
4995;5195;0;20:09:11
4996;5195;2;22:10:35
4997;5198;0;01:22:05
4998;5198;1;23:09:03
4999;5201;0;08:20:48
5000;5201;2;18:18:15
5001;5203;0;06:26:33
5002;5203;1;17:52:53
5003;5205;0;19:18:24
5004;5205;2;21:25:00
5005;5211;0;19:38:16
5006;5211;2;20:47:51
5007;5214;0;06:30:08
5008;5214;2;11:24:01
5009;5216;0;11:24:00
5010;5216;2;13:06:03
5011;5217;0;02:58:42
5012;5217;1;06:27:58
5013;5218;0;06:34:13
5014;5218;2;14:17:07
5015;5220;0;16:14:57
5016;5220;2;22:51:45
5017;5222;0;23:19:09
5018;5222;1;23:34:20
5019;5225;0;03:42:23
5020;5225;2;22:58:01
5021;5228;0;10:38:33
5022;5228;1;12:04:40
5023;5229;0;07:39:11
5024;5229;2;21:20:20
5025;5230;0;13:08:53
5026;5230;2;13:22:19
5027;5232;0;06:49:24
5028;5232;1;22:45:21
5029;5237;0;16:30:42
5030;5237;1;20:01:27
5031;5238;0;15:05:53
5032;5238;2;23:05:34
5033;5239;0;05:08:07
5034;5239;2;13:34:28
5035;5240;0;15:47:45
5036;5240;1;21:35:19
5037;5241;0;11:57:49
5038;5241;1;22:31:10
5039;5244;0;09:56:40
5040;5244;1;18:54:01
5041;5247;0;22:22:06
5042;5247;2;23:58:32
5043;5248;0;17:38:38
5044;5248;2;18:48:56
5045;5253;0;02:02:30
5046;5253;2;04:12:59
5047;5254;0;04:17:06
5048;5254;1;21:13:06
5049;5256;0;11:16:48
5050;5256;2;17:09:15
5051;5259;0;08:18:29
5052;5259;2;23:28:04
5053;5260;0;21:51:17
5054;5260;1;21:57:28
5055;5261;0;09:31:17
5056;5261;1;18:11:47
5057;5262;0;16:16:35
5058;5262;2;20:28:30
5059;5263;0;13:29:36
5060;5263;2;16:54:17
5061;5264;0;11:10:20
5062;5264;1;16:57:45
5063;5265;0;11:05:05
5064;5265;1;14:28:43
5065;5268;0;08:57:33
5066;5268;1;18:23:54
5067;5270;0;19:05:39
5068;5270;1;19:10:25
5069;5273;0;15:34:46
5070;5273;2;18:30:07
5071;5280;0;08:48:47
5072;5280;2;10:43:16
5073;5284;0;11:57:52
5074;5284;1;19:17:37
5075;5287;0;20:25:18
5076;5287;1;23:32:10
5077;5289;0;20:59:30
5078;5289;2;21:56:14
5079;5292;0;03:42:24
5080;5292;2;23:53:28
5081;5294;0;21:50:51
5082;5294;2;23:11:42
5083;5297;0;15:56:48
5084;5297;1;21:43:44
5085;5298;0;16:00:50
5086;5298;1;16:32:53
5087;5299;0;16:51:24
5088;5299;2;20:20:09
5089;5300;0;18:14:20
5090;5300;1;18:17:03
5091;5303;0;23:24:30
5092;5303;2;23:49:16
5093;5304;0;17:32:01
5094;5304;1;18:09:47
5095;5307;0;23:06:08
5096;5307;2;23:26:00
5097;5309;0;08:07:05
5098;5309;1;17:41:26
5099;5312;0;13:36:13
5100;5312;2;19:01:10
5101;5315;0;20:27:08
5102;5315;2;22:01:56
5103;5316;0;14:16:18
5104;5316;2;16:31:12
5105;5320;0;09:45:10
5106;5320;2;20:26:56
5107;5324;0;14:54:14
5108;5324;1;15:21:33
5109;5328;0;20:31:22
5110;5328;2;20:42:14
5111;5329;0;09:35:14
5112;5329;2;15:43:48
5113;5330;0;20:25:50
5114;5330;1;21:16:48
5115;5331;0;05:28:33
5116;5331;2;09:20:43
5117;5334;0;05:51:38
5118;5334;2;21:23:01
5119;5335;0;20:31:36
5120;5335;1;22:20:13
5121;5336;0;01:11:38
5122;5336;1;05:46:36
5123;5339;0;08:40:37
5124;5339;2;11:02:11
5125;5342;0;20:39:36
5126;5342;1;23:25:48
5127;5344;0;13:10:53
5128;5344;2;13:20:58
5129;5347;0;07:14:26
5130;5347;2;12:38:48
5131;5348;0;11:20:02
5132;5348;2;14:53:31
5133;5351;0;12:06:15
5134;5351;2;18:26:21
5135;5353;0;07:25:31
5136;5353;1;08:39:02
5137;5354;0;04:11:04
5138;5354;1;06:26:51
5139;5355;0;14:47:18
5140;5355;1;18:44:44
5141;5356;0;14:19:10
5142;5356;1;20:35:14
5143;5357;0;05:20:53
5144;5357;1;19:55:26
5145;5364;0;03:49:46
5146;5364;2;11:45:59
5147;5365;0;11:16:21
5148;5365;2;16:19:12
5149;5369;0;23:38:08
5150;5369;1;23:52:46
5151;5371;0;14:21:40
5152;5371;1;18:46:00
5153;5374;0;07:24:50
5154;5374;1;21:59:46
5155;5376;0;04:47:15
5156;5376;2;15:36:21
5157;5377;0;07:11:15
5158;5377;1;22:20:07
5159;5379;0;06:10:34
5160;5379;2;17:05:25
5161;5380;0;20:11:55
5162;5380;1;23:07:39
5163;5381;0;01:56:56
5164;5381;1;06:39:04
5165;5386;0;04:47:46
5166;5386;1;17:01:26
5167;5387;0;23:28:35
5168;5387;1;23:59:09
5169;5388;0;04:00:29
5170;5388;2;13:00:56
5171;5390;0;08:07:08
5172;5390;2;20:02:31
5173;5392;0;01:55:21
5174;5392;1;06:59:59
5175;5393;0;14:48:17
5176;5393;2;16:25:59
5177;5394;0;08:35:40
5178;5394;2;13:33:10
5179;5396;0;14:40:41
5180;5396;2;15:49:32
5181;5398;0;01:26:24
5182;5398;2;09:43:51
5183;5402;0;08:07:12
5184;5402;1;21:42:43
5185;5405;0;06:20:56
5186;5405;2;13:40:29
5187;5406;0;14:31:50
5188;5406;1;21:54:42
5189;5407;0;00:10:12
5190;5407;1;13:46:06
5191;5409;0;13:52:59
5192;5409;1;22:56:58
5193;5413;0;05:47:20
5194;5413;2;13:50:50
5195;5418;0;16:58:13
5196;5418;2;21:33:23
5197;5420;0;06:41:07
5198;5420;1;09:57:08
5199;5423;0;21:48:23
5200;5423;1;23:04:23
5201;5426;0;20:01:52
5202;5426;2;23:31:33
5203;5427;0;17:57:13
5204;5427;2;21:27:52
5205;5428;0;07:18:39
5206;5428;1;20:49:10
5207;5429;0;21:22:42
5208;5429;1;23:10:31
5209;5430;0;15:03:54
5210;5430;2;22:14:59
5211;5431;0;07:57:42
5212;5431;2;10:22:40
5213;5434;0;22:06:26
5214;5434;2;23:50:09
5215;5438;0;03:40:06
5216;5438;1;16:37:44
5217;5439;0;19:51:25
5218;5439;2;21:28:25
5219;5441;0;15:56:17
5220;5441;2;21:50:05
5221;5442;0;04:32:55
5222;5442;2;11:00:11
5223;5444;0;19:56:24
5224;5444;2;21:43:02
5225;5447;0;15:50:43
5226;5447;1;22:19:59
5227;5449;0;05:54:05
5228;5449;1;08:25:58
5229;5450;0;08:06:39
5230;5450;2;18:33:29
5231;5453;0;09:25:10
5232;5453;2;23:30:55
5233;5454;0;00:40:40
5234;5454;1;18:59:33
5235;5456;0;03:19:46
5236;5456;2;09:29:12
5237;5457;0;01:58:02
5238;5457;2;07:22:13
5239;5460;0;14:02:47
5240;5460;2;20:40:30
5241;5465;0;02:32:54
5242;5465;1;21:56:50
5243;5467;0;03:45:37
5244;5467;1;19:40:31
5245;5468;0;23:31:19
5246;5468;1;23:46:51
5247;5469;0;10:03:23
5248;5469;2;23:03:23
5249;5470;0;13:39:55
5250;5470;2;14:31:01
5251;5471;0;19:53:28
5252;5471;2;22:35:24
5253;5472;0;18:25:19
5254;5472;1;19:38:49
5255;5473;0;01:53:56
5256;5473;1;07:32:23
5257;5480;0;13:13:40
5258;5480;2;19:49:30
5259;5481;0;18:52:02
5260;5481;1;20:41:53
5261;5483;0;03:36:05
5262;5483;2;18:27:43
5263;5484;0;20:19:12
5264;5484;2;22:53:24
5265;5486;0;07:42:52
5266;5486;1;13:34:22
5267;5487;0;10:37:58
5268;5487;2;14:20:12
5269;5488;0;16:38:47
5270;5488;1;19:06:25
5271;5489;0;06:58:02
5272;5489;1;15:32:59
5273;5491;0;19:58:55
5274;5491;1;23:32:07
5275;5497;0;14:19:26
5276;5497;2;20:18:07
5277;5500;0;02:01:48
5278;5500;1;05:21:10
5279;5504;0;12:20:51
5280;5504;1;20:13:52
5281;5505;0;06:14:20
5282;5505;1;06:56:48
5283;5509;0;05:27:09
5284;5509;2;07:53:31
5285;5510;0;01:33:03
5286;5510;1;20:06:33
5287;5514;0;19:53:27
5288;5514;2;22:30:46
5289;5518;0;13:20:42
5290;5518;2;19:50:32
5291;5525;0;18:06:39
5292;5525;1;20:07:15
5293;5526;0;05:16:30
5294;5526;1;13:44:56
5295;5532;0;06:10:05
5296;5532;2;10:12:19
5297;5534;0;07:03:45
5298;5534;1;20:49:34
5299;5535;0;21:49:17
5300;5535;1;23:13:21
5301;5541;0;17:41:38
5302;5541;2;22:13:00
5303;5544;0;13:47:42
5304;5544;1;23:52:54
5305;5546;0;09:41:59
5306;5546;2;16:51:59
5307;5547;0;17:47:24
5308;5547;2;22:07:47
5309;5548;0;11:03:46
5310;5548;1;22:29:56
5311;5550;0;08:23:12
5312;5550;2;13:17:21
5313;5551;0;23:58:30
5314;5551;2;23:59:00
5315;5553;0;17:15:19
5316;5553;2;20:20:24
5317;5556;0;21:49:53
5318;5556;1;23:35:10
5319;5557;0;08:27:46
5320;5557;2;23:05:56
5321;5561;0;17:49:12
5322;5561;2;21:52:53
5323;5563;0;12:59:58
5324;5563;1;15:31:03
5325;5566;0;17:14:04
5326;5566;2;18:28:45
5327;5569;0;17:04:58
5328;5569;2;23:43:31
5329;5571;0;18:17:37
5330;5571;2;22:02:38
5331;5572;0;05:57:21
5332;5572;2;21:41:38
5333;5574;0;17:55:51
5334;5574;2;22:39:46
5335;5575;0;16:40:27
5336;5575;1;19:02:48
5337;5576;0;03:18:55
5338;5576;2;09:39:38
5339;5583;0;19:40:08
5340;5583;1;22:43:47
5341;5584;0;18:58:11
5342;5584;1;23:29:30
5343;5585;0;03:39:43
5344;5585;2;09:14:28
5345;5586;0;20:49:08
5346;5586;1;23:35:33
5347;5590;0;04:05:29
5348;5590;2;04:31:22
5349;5591;0;00:24:37
5350;5591;2;07:47:18
5351;5592;0;05:25:45
5352;5592;2;23:43:39
5353;5594;0;15:25:52
5354;5594;1;16:27:27
5355;5596;0;00:32:55
5356;5596;2;05:19:28
5357;5598;0;23:40:18
5358;5598;2;23:42:53
5359;5599;0;12:55:02
5360;5599;2;20:02:12
5361;5600;0;12:46:22
5362;5600;1;16:38:35
5363;5601;0;21:07:41
5364;5601;1;22:40:32
5365;5604;0;23:05:08
5366;5604;1;23:13:08
5367;5606;0;22:58:59
5368;5606;2;23:45:37
5369;5608;0;20:31:41
5370;5608;1;20:45:10
5371;5610;0;10:52:19
5372;5610;1;19:29:35
5373;5611;0;20:57:31
5374;5611;1;23:54:17
5375;5617;0;10:30:29
5376;5617;1;18:52:03
5377;5619;0;00:40:50
5378;5619;2;13:42:10
5379;5621;0;06:48:25
5380;5621;2;11:31:08
5381;5622;0;11:41:52
5382;5622;1;14:59:24
5383;5623;0;20:39:08
5384;5623;2;23:00:42
5385;5627;0;11:08:30
5386;5627;2;23:33:11
5387;5632;0;00:15:35
5388;5632;1;09:33:25
5389;5633;0;09:23:59
5390;5633;1;21:26:08
5391;5635;0;02:30:59
5392;5635;1;04:23:43
5393;5636;0;17:16:46
5394;5636;2;20:30:10
5395;5640;0;18:07:46
5396;5640;2;18:11:58
5397;5642;0;15:59:17
5398;5642;1;16:15:43
5399;5643;0;10:57:29
5400;5643;2;21:00:48
5401;5644;0;09:14:29
5402;5644;1;18:34:47
5403;5645;0;18:41:07
5404;5645;2;22:33:04
5405;5647;0;19:51:25
5406;5647;1;22:16:00
5407;5648;0;18:06:21
5408;5648;2;20:00:38
5409;5651;0;17:12:12
5410;5651;1;21:02:49
5411;5652;0;17:18:11
5412;5652;1;22:16:31
5413;5654;0;08:56:52
5414;5654;1;10:12:02
5415;5657;0;16:27:16
5416;5657;2;16:55:45
5417;5658;0;17:11:59
5418;5658;1;17:26:50
5419;5659;0;09:31:45
5420;5659;1;19:13:10
5421;5661;0;20:12:55
5422;5661;2;20:26:09
5423;5662;0;05:20:31
5424;5662;2;16:41:36
5425;5676;0;10:59:46
5426;5676;1;22:47:05
5427;5678;0;00:48:18
5428;5678;2;12:35:57
5429;5682;0;00:13:31
5430;5682;1;10:37:08
5431;5683;0;11:22:50
5432;5683;2;13:45:04
5433;5684;0;10:48:50
5434;5684;1;16:43:51
5435;5686;0;07:17:22
5436;5686;2;18:24:41
5437;5687;0;22:30:45
5438;5687;2;23:21:12
5439;5688;0;02:12:11
5440;5688;2;21:13:47
5441;5690;0;17:14:52
5442;5690;1;17:33:49
5443;5691;0;00:08:21
5444;5691;1;18:03:45
5445;5692;0;10:24:38
5446;5692;2;22:04:59
5447;5693;0;21:40:08
5448;5693;1;23:19:13
5449;5694;0;04:05:29
5450;5694;2;11:03:26
5451;5701;0;07:26:56
5452;5701;1;21:23:39
5453;5705;0;06:42:41
5454;5705;1;12:28:22
5455;5707;0;08:10:18
5456;5707;1;20:42:40
5457;5710;0;02:07:20
5458;5710;2;19:08:39
5459;5711;0;02:51:31
5460;5711;2;05:39:53
5461;5712;0;19:51:14
5462;5712;1;23:23:22
5463;5714;0;20:15:19
5464;5714;1;23:03:05
5465;5715;0;13:39:48
5466;5715;2;23:53:19
5467;5717;0;22:02:57
5468;5717;1;22:59:03
5469;5718;0;23:03:17
5470;5718;2;23:05:58
5471;5721;0;20:48:20
5472;5721;2;21:00:51
5473;5722;0;08:05:50
5474;5722;2;08:18:33
5475;5724;0;06:53:41
5476;5724;1;13:34:17
5477;5728;0;15:44:13
5478;5728;1;20:15:05
5479;5730;0;04:49:45
5480;5730;2;04:52:18
5481;5733;0;17:31:32
5482;5733;1;20:42:54
5483;5734;0;19:08:05
5484;5734;1;23:50:13
5485;5737;0;19:42:08
5486;5737;1;20:18:42
5487;5738;0;22:38:11
5488;5738;2;23:37:24
5489;5740;0;10:38:10
5490;5740;1;20:47:39
5491;5748;0;17:32:03
5492;5748;2;18:45:32
5493;5750;0;20:18:55
5494;5750;1;23:37:42
5495;5752;0;22:04:41
5496;5752;1;22:30:20
5497;5755;0;08:09:40
5498;5755;2;17:17:15
5499;5756;0;05:38:43
5500;5756;2;20:01:58
5501;5757;0;20:24:50
5502;5757;1;23:08:45
5503;5758;0;17:31:27
5504;5758;2;19:31:12
5505;5760;0;09:51:23
5506;5760;2;16:43:04
5507;5761;0;20:21:07
5508;5761;2;22:17:52
5509;5764;0;16:40:55
5510;5764;2;17:58:32
5511;5766;0;14:59:31
5512;5766;2;23:15:01
5513;5767;0;10:35:29
5514;5767;1;12:34:28
5515;5771;0;22:07:25
5516;5771;1;23:28:10
5517;5774;0;04:40:49
5518;5774;1;19:10:01
5519;5777;0;08:01:25
5520;5777;1;21:49:42
5521;5778;0;02:26:57
5522;5778;2;19:05:45
5523;5781;0;09:33:13
5524;5781;1;20:52:57
5525;5782;0;13:38:35
5526;5782;1;18:33:34
5527;5783;0;02:30:24
5528;5783;2;20:46:55
5529;5784;0;22:38:45
5530;5784;1;22:38:56
5531;5786;0;07:47:04
5532;5786;1;17:24:20
5533;5788;0;05:39:53
5534;5788;2;20:17:36
5535;5791;0;09:57:22
5536;5791;2;16:34:23
5537;5792;0;08:20:15
5538;5792;1;18:05:16
5539;5795;0;05:28:22
5540;5795;1;12:10:29
5541;5796;0;02:10:12
5542;5796;1;06:33:56
5543;5797;0;22:49:12
5544;5797;1;23:53:05
5545;5799;0;16:40:28
5546;5799;1;19:55:13
5547;5801;0;12:40:03
5548;5801;1;19:56:58
5549;5804;0;11:40:55
5550;5804;2;16:11:11
5551;5806;0;04:17:50
5552;5806;1;09:24:55
5553;5808;0;15:11:08
5554;5808;1;16:46:02
5555;5810;0;22:54:45
5556;5810;1;23:24:26
5557;5813;0;22:04:38
5558;5813;2;22:53:52
5559;5816;0;08:22:57
5560;5816;1;15:57:07
5561;5817;0;07:33:06
5562;5817;2;18:05:49
5563;5818;0;02:48:33
5564;5818;2;20:37:38
5565;5819;0;12:46:43
5566;5819;1;16:34:07
5567;5820;0;03:31:33
5568;5820;2;14:10:13
5569;5821;0;22:54:08
5570;5821;2;23:20:38
5571;5824;0;10:56:41
5572;5824;1;15:29:06
5573;5828;0;00:05:37
5574;5828;1;21:39:46
5575;5830;0;11:14:30
5576;5830;2;20:53:19
5577;5832;0;17:17:27
5578;5832;1;21:19:03
5579;5833;0;03:07:47
5580;5833;1;03:43:23
5581;5835;0;08:15:02
5582;5835;1;10:57:39
5583;5836;0;16:34:50
5584;5836;1;18:06:27
5585;5837;0;01:38:47
5586;5837;1;22:49:34
5587;5842;0;02:09:48
5588;5842;2;20:15:50
5589;5844;0;06:51:55
5590;5844;2;11:31:28
5591;5846;0;22:45:15
5592;5846;2;23:20:11
5593;5847;0;23:52:42
5594;5847;1;23:59:38
5595;5848;0;13:58:24
5596;5848;1;17:59:07
5597;5849;0;08:09:23
5598;5849;1;22:25:02
5599;5850;0;23:48:22
5600;5850;2;23:56:04
5601;5853;0;07:27:08
5602;5853;2;15:41:56
5603;5854;0;06:59:24
5604;5854;2;17:55:30
5605;5856;0;07:25:19
5606;5856;1;20:51:12
5607;5857;0;01:59:27
5608;5857;1;10:24:59
5609;5858;0;05:39:18
5610;5858;2;13:09:40
5611;5859;0;02:37:17
5612;5859;2;16:18:48
5613;5861;0;13:48:32
5614;5861;2;22:37:45
5615;5863;0;09:54:59
5616;5863;1;12:02:23
5617;5864;0;23:37:49
5618;5864;1;23:52:01
5619;5865;0;17:22:22
5620;5865;1;21:11:43
5621;5866;0;05:22:56
5622;5866;1;22:20:41
5623;5867;0;01:11:24
5624;5867;2;21:03:24
5625;5869;0;09:17:34
5626;5869;1;21:25:20
5627;5870;0;22:58:25
5628;5870;2;23:58:12
5629;5872;0;09:43:09
5630;5872;1;16:24:05
5631;5877;0;17:34:27
5632;5877;1;18:00:38
5633;5883;0;03:26:10
5634;5883;2;16:06:36
5635;5886;0;05:31:49
5636;5886;1;13:16:21
5637;5887;0;19:11:18
5638;5887;2;23:08:15
5639;5888;0;07:39:45
5640;5888;1;07:51:28
5641;5890;0;14:54:46
5642;5890;1;20:36:48
5643;5891;0;04:11:35
5644;5891;1;09:02:08
5645;5896;0;05:21:24
5646;5896;1;08:11:52
5647;5897;0;02:11:51
5648;5897;1;05:26:42
5649;5899;0;10:45:24
5650;5899;1;22:29:02
5651;5902;0;10:05:40
5652;5902;1;23:08:20
5653;5904;0;01:33:05
5654;5904;1;09:56:39
5655;5905;0;07:54:18
5656;5905;2;12:01:37
5657;5909;0;23:16:50
5658;5909;2;23:27:04
5659;5910;0;22:42:25
5660;5910;1;23:27:55
5661;5912;0;13:06:55
5662;5912;1;17:50:50
5663;5914;0;23:41:11
5664;5914;2;23:51:55
5665;5915;0;10:30:01
5666;5915;1;17:09:23
5667;5918;0;04:52:45
5668;5918;2;05:45:46
5669;5921;0;11:43:40
5670;5921;2;23:51:29
5671;5922;0;07:40:36
5672;5922;1;22:04:40
5673;5923;0;18:59:15
5674;5923;1;19:29:42
5675;5924;0;08:47:11
5676;5924;2;16:18:48
5677;5925;0;11:36:06
5678;5925;2;17:10:59
5679;5926;0;03:09:20
5680;5926;2;20:33:53
5681;5930;0;19:41:52
5682;5930;2;22:44:44
5683;5931;0;23:49:35
5684;5931;2;23:49:51
5685;5932;0;03:27:30
5686;5932;1;08:49:32
5687;5935;0;03:57:54
5688;5935;1;10:59:49
5689;5936;0;18:06:24
5690;5936;1;23:44:44
5691;5937;0;18:08:33
5692;5937;2;22:36:25
5693;5940;0;02:33:40
5694;5940;2;11:51:40
5695;5941;0;07:26:46
5696;5941;1;20:44:43
5697;5943;0;23:36:09
5698;5943;1;23:38:12
5699;5946;0;21:15:34
5700;5946;2;21:28:10
5701;5947;0;14:46:49
5702;5947;1;20:16:14
5703;5948;0;05:24:39
5704;5948;2;05:58:11
5705;5949;0;11:42:35
5706;5949;2;20:26:56
5707;5950;0;09:55:06
5708;5950;1;20:41:08
5709;5952;0;22:56:39
5710;5952;1;23:00:23
5711;5953;0;01:11:39
5712;5953;1;06:30:59
5713;5954;0;03:55:56
5714;5954;1;07:58:38
5715;5958;0;22:28:53
5716;5958;1;22:54:13
5717;5960;0;14:48:19
5718;5960;1;21:46:02
5719;5962;0;07:15:59
5720;5962;2;09:07:55
5721;5963;0;01:59:29
5722;5963;1;02:01:38
5723;5964;0;20:06:04
5724;5964;1;21:23:06
5725;5966;0;07:51:40
5726;5966;2;19:08:54
5727;5968;0;08:17:23
5728;5968;2;22:01:28
5729;5969;0;02:30:41
5730;5969;2;16:23:59
5731;5970;0;23:37:50
5732;5970;1;23:55:06
5733;5971;0;23:00:10
5734;5971;2;23:32:57
5735;5972;0;05:47:54
5736;5972;1;21:48:21
5737;5974;0;10:50:04
5738;5974;2;11:24:05
5739;5976;0;10:57:10
5740;5976;1;14:27:00
5741;5977;0;20:35:47
5742;5977;1;22:51:53
5743;5978;0;16:22:02
5744;5978;1;17:57:31
5745;5979;0;15:05:14
5746;5979;1;15:37:34
5747;5980;0;16:50:48
5748;5980;2;17:45:16
5749;5981;0;10:25:26
5750;5981;2;10:42:48
5751;5982;0;13:50:44
5752;5982;2;23:04:11
5753;5985;0;07:51:35
5754;5985;1;07:58:01
5755;5986;0;16:55:40
5756;5986;1;18:44:11
5757;5987;0;16:27:10
5758;5987;2;22:27:25
5759;5989;0;15:10:00
5760;5989;1;18:02:44
5761;5992;0;17:01:13
5762;5992;1;18:29:03
5763;5994;0;18:33:22
5764;5994;1;20:37:22
5765;5997;0;23:40:27
5766;5997;2;23:42:17
5767;6000;0;20:54:00
5768;6000;1;21:10:29
5769;6003;0;04:28:13
5770;6003;1;20:21:23
5771;6008;0;19:39:03
5772;6008;1;20:59:49
5773;6011;0;12:06:45
5774;6011;1;23:00:06
5775;6014;0;19:16:15
5776;6014;1;20:43:35
5777;6016;0;12:41:10
5778;6016;2;16:25:47
5779;6017;0;01:36:28
5780;6017;2;20:23:08
5781;6019;0;07:15:00
5782;6019;1;08:13:51
5783;6021;0;15:56:59
5784;6021;2;21:17:44
5785;6023;0;01:16:57
5786;6023;2;08:21:54
5787;6025;0;08:01:39
5788;6025;2;18:11:19
5789;6028;0;07:42:54
5790;6028;1;15:52:57
5791;6030;0;14:22:14
5792;6030;1;20:40:23
5793;6031;0;20:06:15
5794;6031;1;20:21:19
5795;6032;0;11:13:51
5796;6032;2;23:51:52
5797;6033;0;02:51:50
5798;6033;1;22:31:43
5799;6035;0;10:30:53
5800;6035;1;12:10:26
5801;6036;0;08:50:05
5802;6036;2;13:01:54
5803;6037;0;08:42:05
5804;6037;1;23:24:49
5805;6038;0;06:39:08
5806;6038;2;09:37:29
5807;6039;0;07:11:15
5808;6039;2;23:02:03
5809;6041;0;13:17:03
5810;6041;1;18:29:41
5811;6044;0;16:44:09
5812;6044;2;23:21:17
5813;6047;0;15:13:16
5814;6047;2;17:58:09
5815;6050;0;12:44:08
5816;6050;1;13:48:41
5817;6051;0;13:37:47
5818;6051;2;16:43:39
5819;6052;0;22:55:34
5820;6052;2;23:33:02
5821;6055;0;20:57:24
5822;6055;2;21:35:51
5823;6058;0;13:41:24
5824;6058;2;16:49:52
5825;6060;0;07:42:41
5826;6060;2;23:37:55
5827;6062;0;13:59:40
5828;6062;2;17:10:12
5829;6063;0;07:08:30
5830;6063;1;17:01:12
5831;6067;0;06:05:00
5832;6067;2;12:34:06
5833;6068;0;16:23:22
5834;6068;1;23:21:07
5835;6073;0;16:43:23
5836;6073;2;19:47:18
5837;6074;0;02:06:40
5838;6074;1;08:44:56
5839;6077;0;22:22:34
5840;6077;2;22:38:13
5841;6078;0;02:15:16
5842;6078;1;17:52:14
5843;6080;0;19:32:24
5844;6080;1;23:00:50
5845;6082;0;17:20:34
5846;6082;2;22:26:12
5847;6083;0;04:10:41
5848;6083;1;07:23:57
5849;6085;0;06:27:48
5850;6085;2;22:08:16
5851;6086;0;03:53:14
5852;6086;1;10:35:08
5853;6087;0;00:01:55
5854;6087;1;23:04:19
5855;6089;0;23:05:22
5856;6089;1;23:43:53
5857;6090;0;05:28:47
5858;6090;2;06:56:15
5859;6092;0;08:08:47
5860;6092;2;22:11:13
5861;6094;0;21:26:45
5862;6094;2;23:57:27
5863;6095;0;01:46:39
5864;6095;2;14:08:36
5865;6100;0;09:55:03
5866;6100;1;17:50:53
5867;6105;0;05:11:52
5868;6105;1;21:27:22
5869;6106;0;14:50:21
5870;6106;2;16:48:25
5871;6108;0;12:50:06
5872;6108;2;18:20:49
5873;6109;0;20:29:58
5874;6109;2;23:24:52
5875;6110;0;07:09:17
5876;6110;2;20:28:51
5877;6111;0;02:51:03
5878;6111;1;14:35:33
5879;6113;0;11:24:22
5880;6113;2;20:42:51
5881;6114;0;15:29:13
5882;6114;2;21:20:45
5883;6117;0;17:18:58
5884;6117;2;19:32:40
5885;6120;0;22:02:53
5886;6120;2;22:03:51
5887;6121;0;09:05:35
5888;6121;2;15:47:46
5889;6122;0;18:46:28
5890;6122;1;23:53:57
5891;6123;0;21:23:51
5892;6123;2;23:44:50
5893;6125;0;01:01:31
5894;6125;1;19:00:11
5895;6126;0;12:08:35
5896;6126;2;17:58:30
5897;6129;0;03:57:02
5898;6129;2;19:37:18
5899;6130;0;22:13:32
5900;6130;1;22:41:41
5901;6135;0;08:38:14
5902;6135;1;14:07:41
5903;6139;0;17:12:11
5904;6139;2;21:11:21
5905;6141;0;02:20:02
5906;6141;1;06:23:44
5907;6142;0;20:07:22
5908;6142;1;22:08:16
5909;6143;0;14:30:29
5910;6143;2;16:56:00
5911;6145;0;02:29:22
5912;6145;1;07:44:57
5913;6146;0;04:49:47
5914;6146;2;09:04:09
5915;6151;0;03:45:30
5916;6151;1;07:28:16
5917;6152;0;01:58:03
5918;6152;1;17:35:07
5919;6153;0;09:52:17
5920;6153;2;23:37:36
5921;6154;0;08:19:21
5922;6154;1;20:30:32
5923;6161;0;08:49:23
5924;6161;1;11:18:51
5925;6162;0;18:12:12
5926;6162;1;19:52:51
5927;6163;0;01:02:34
5928;6163;1;09:27:06
5929;6168;0;09:41:31
5930;6168;1;23:34:53
5931;6169;0;12:33:36
5932;6169;1;17:14:49
5933;6170;0;04:28:58
5934;6170;1;16:03:06
5935;6172;0;13:14:14
5936;6172;1;17:30:03
5937;6174;0;04:14:14
5938;6174;2;19:27:12
5939;6176;0;19:03:45
5940;6176;2;19:44:17
5941;6178;0;23:06:34
5942;6178;2;23:33:55
5943;6179;0;06:34:18
5944;6179;2;14:37:52
5945;6180;0;09:57:57
5946;6180;1;12:07:29
5947;6182;0;02:17:21
5948;6182;1;02:45:28
5949;6183;0;03:10:05
