id;check;checking_peer;state;time
16955;8675;oyigkwnqxm;0;01:02:06
16956;8675;oyigkwnqxm;2;23:21:06
16957;8676;mdfgmhevmm;0;21:11:36
16958;8676;mdfgmhevmm;2;23:57:25
16959;8677;obdldfympl;0;03:33:37
16960;8677;obdldfympl;1;07:17:55
16961;8678;mdfgmhevmm;0;14:00:54
16962;8678;mdfgmhevmm;2;21:28:10
16963;8679;wnlvntlvqd;0;12:21:59
16964;8679;wnlvntlvqd;2;19:16:21
16965;8680;mdfgmhevmm;0;04:09:14
16966;8680;mdfgmhevmm;1;07:59:20
16967;8681;njbhencerz;0;02:06:55
16968;8681;njbhencerz;1;10:36:21
16969;8682;ibtinvypwo;0;13:44:08
16970;8682;ibtinvypwo;2;16:28:52
16971;8683;bxwjtbirjj;0;02:45:39
16972;8683;bxwjtbirjj;2;16:04:25
16973;8684;ibtinvypwo;0;19:00:14
16974;8684;ibtinvypwo;1;19:48:57
16975;8685;yktdddepor;0;01:17:36
16976;8685;yktdddepor;1;13:04:49
16977;8686;ibtinvypwo;0;20:13:06
16978;8686;ibtinvypwo;1;21:09:10
16979;8687;xnzdjwwnlu;0;13:56:25
16980;8687;xnzdjwwnlu;1;19:16:18
16981;8688;sskrjyhyip;0;01:28:09
16982;8688;sskrjyhyip;2;03:33:56
16983;8689;hwdywquoet;0;07:46:14
16984;8690;sskrjyhyip;0;04:11:59
16985;8690;sskrjyhyip;2;07:22:31
16986;8691;feavkopfxz;0;13:23:31
16987;8691;feavkopfxz;2;20:34:23
16988;8692;sskrjyhyip;0;01:58:49
16989;8692;sskrjyhyip;1;20:50:40
16990;8693;nrwrqlhoem;0;08:09:45
16991;8693;nrwrqlhoem;1;19:14:22
16992;8694;cbhjasdxzq;0;20:14:12
16993;8694;cbhjasdxzq;2;20:17:10
16994;8695;nmqtlanqzl;0;08:17:04
16995;8695;nmqtlanqzl;1;09:39:28
16996;8696;cbhjasdxzq;0;10:28:43
16997;8696;cbhjasdxzq;1;19:35:09
16998;8697;cihgcdpfcj;0;06:35:14
16999;8697;cihgcdpfcj;1;09:21:01
17000;8698;cbhjasdxzq;0;09:14:07
17001;8698;cbhjasdxzq;2;12:59:27
17002;8699;iuqjpnqval;0;10:42:03
17003;8699;iuqjpnqval;1;13:04:27
17004;8700;cbhjasdxzq;0;07:22:59
17005;8700;cbhjasdxzq;1;13:00:42
17006;8701;hxdvaempvn;0;02:58:16
17007;8701;hxdvaempvn;1;09:00:14
17008;8702;cbhjasdxzq;0;16:48:01
17009;8702;cbhjasdxzq;1;19:27:25
17010;8703;anmrgmnpah;0;14:13:25
17011;8703;anmrgmnpah;1;16:29:55
17012;8704;abghtarkir;0;02:50:08
17013;8704;abghtarkir;1;22:24:41
17014;8705;fdncmaoekj;0;06:58:26
17015;8705;fdncmaoekj;2;18:15:15
17016;8706;abghtarkir;0;10:35:39
17017;8706;abghtarkir;1;16:26:46
17018;8707;ndkvimyaqn;0;23:53:10
17019;8707;ndkvimyaqn;1;23:58:43
17020;8708;muvunzkyhc;0;23:48:19
17021;8708;muvunzkyhc;1;23:52:09
17022;8709;lbbqkppxqr;0;11:05:44
17023;8709;lbbqkppxqr;2;19:48:12
17024;8710;muvunzkyhc;0;08:25:20
17025;8710;muvunzkyhc;2;11:26:48
17026;8711;zdezhztrhw;0;19:24:42
17027;8712;muvunzkyhc;0;17:27:40
17028;8712;muvunzkyhc;1;19:51:22
17029;8713;yepkvjqomy;0;00:31:21
17030;8713;yepkvjqomy;2;06:53:58
17031;8714;muvunzkyhc;0;08:44:59
17032;8714;muvunzkyhc;1;22:16:49
17033;8715;pbuxrjmtln;0;19:16:21
17034;8715;pbuxrjmtln;2;19:29:56
17035;8716;mrpajrhqdb;0;08:15:09
17036;8716;mrpajrhqdb;1;23:38:03
17037;8717;ihlahtbynh;0;11:44:35
17038;8717;ihlahtbynh;2;17:07:44
17039;8718;mrpajrhqdb;0;17:35:19
17040;8718;mrpajrhqdb;1;23:59:39
17041;8719;gpmfdycmua;0;11:22:52
17042;8719;gpmfdycmua;2;21:27:31
17043;8720;mrpajrhqdb;0;12:23:03
17044;8720;mrpajrhqdb;1;22:43:52
17045;8721;nllbkjxdjx;0;02:21:31
17046;8721;nllbkjxdjx;1;04:45:01
17047;8722;mrpajrhqdb;0;13:58:37
17048;8722;mrpajrhqdb;2;21:30:17
17049;8723;uwuablwfgk;0;12:58:54
17050;8723;uwuablwfgk;2;23:01:55
17051;8724;mrpajrhqdb;0;23:29:57
17052;8724;mrpajrhqdb;2;23:33:58
17053;8725;qhnoytutnj;0;07:32:08
17054;8725;qhnoytutnj;1;19:09:15
17055;8726;mrpajrhqdb;0;19:48:33
17056;8726;mrpajrhqdb;2;20:19:47
17057;8727;bbejisurrl;0;01:01:00
17058;8727;bbejisurrl;1;16:09:22
17059;8728;mrpajrhqdb;0;15:54:59
17060;8728;mrpajrhqdb;1;19:30:38
17061;8729;xnugfslwtx;0;17:03:41
17062;8729;xnugfslwtx;2;21:49:13
17063;8730;mrpajrhqdb;0;12:47:41
17064;8730;mrpajrhqdb;1;13:06:17
17065;8731;lcmuxzwauk;0;22:12:45
17066;8731;lcmuxzwauk;2;22:55:14
17067;8732;mrpajrhqdb;0;13:06:54
17068;8732;mrpajrhqdb;2;15:50:31
17069;8733;shwzigrrwj;0;19:16:53
17070;8734;bchexywfzi;0;07:10:45
17071;8734;bchexywfzi;2;15:45:49
17072;8735;axugjcerxp;0;16:46:48
17073;8735;axugjcerxp;1;20:59:10
17074;8736;bchexywfzi;0;20:42:27
17075;8736;bchexywfzi;2;21:29:47
17076;8737;cpwzpaqucd;0;03:08:32
17077;8737;cpwzpaqucd;1;14:23:18
17078;8738;bchexywfzi;0;12:30:03
17079;8738;bchexywfzi;1;23:46:58
17080;8739;ejdxlkstge;0;21:00:08
17081;8739;ejdxlkstge;2;21:39:33
17082;8740;bchexywfzi;0;09:33:08
17083;8740;bchexywfzi;2;21:51:50
17084;8741;topezzcihf;0;09:55:45
17085;8741;topezzcihf;2;11:24:49
17086;8742;bchexywfzi;0;16:43:04
17087;8742;bchexywfzi;2;21:15:04
17088;8743;iyztseenow;0;05:19:25
17089;8743;iyztseenow;2;07:02:59
17090;8744;bchexywfzi;0;16:14:26
17091;8744;bchexywfzi;1;21:32:33
17092;8745;nstmigoxai;0;01:37:34
17093;8745;nstmigoxai;2;22:52:54
17094;8746;bchexywfzi;0;04:02:46
17095;8746;bchexywfzi;1;08:52:36
17096;8747;yqbeeaobic;0;07:54:38
17097;8747;yqbeeaobic;2;18:19:37
17098;8748;bchexywfzi;0;12:25:29
17099;8748;bchexywfzi;2;17:45:07
17100;8749;qpgdprrmsb;0;09:30:39
17101;8749;qpgdprrmsb;2;18:39:22
17102;8750;zjygbtnfjq;0;23:26:07
17103;8750;zjygbtnfjq;2;23:47:14
17104;8751;qmlvmkqumb;0;17:27:58
17105;8751;qmlvmkqumb;2;23:30:53
17106;8752;qnuzorttjx;0;11:01:13
17107;8752;qnuzorttjx;2;18:46:38
17108;8753;wmedbtdyjy;0;03:16:26
17109;8753;wmedbtdyjy;2;13:10:48
17110;8754;qnuzorttjx;0;22:47:25
17111;8754;qnuzorttjx;1;23:35:40
17112;8755;bbwwvmdmmk;0;11:49:29
17113;8756;uueokdnmfh;0;19:59:57
17114;8756;uueokdnmfh;2;20:54:23
17115;8757;nxfzzsmjjg;0;03:42:49
17116;8757;nxfzzsmjjg;1;05:59:23
17117;8758;uueokdnmfh;0;02:33:19
17118;8758;uueokdnmfh;2;15:53:44
17119;8759;lnxbarbetb;0;09:24:36
17120;8759;lnxbarbetb;1;17:03:21
17121;8760;uueokdnmfh;0;06:13:45
17122;8760;uueokdnmfh;1;07:25:28
17123;8761;mzbplyxlyl;0;23:14:00
17124;8761;mzbplyxlyl;2;23:56:54
17125;8762;uueokdnmfh;0;23:20:49
17126;8762;uueokdnmfh;1;23:31:09
17127;8763;awfbnequgx;0;09:44:40
17128;8763;awfbnequgx;2;19:02:04
17129;8764;uueokdnmfh;0;10:26:24
17130;8764;uueokdnmfh;1;20:14:03
17131;8765;qrftgyqgom;0;15:11:03
17132;8765;qrftgyqgom;2;15:40:11
17133;8766;znykjaycod;0;13:56:12
17134;8766;znykjaycod;1;22:05:05
17135;8767;wepxjaipgj;0;23:18:03
17136;8767;wepxjaipgj;1;23:37:19
17137;8768;jxpdlcdiwd;0;08:49:15
17138;8768;jxpdlcdiwd;1;23:48:52
17139;8769;qanbfgdavu;0;14:02:20
17140;8769;qanbfgdavu;2;18:17:04
17141;8770;hwhslkialn;0;14:27:22
17142;8770;hwhslkialn;2;23:16:03
17143;8771;sozgrhbznj;0;12:19:17
17144;8771;sozgrhbznj;1;13:50:43
17145;8772;hwhslkialn;0;01:00:13
17146;8772;hwhslkialn;2;22:46:55
17147;8773;lojjzzxtzf;0;18:31:41
17148;8773;lojjzzxtzf;1;20:35:26
17149;8774;hwhslkialn;0;11:20:30
17150;8774;hwhslkialn;1;12:32:57
17151;8775;ooaojdnxds;0;13:19:13
17152;8775;ooaojdnxds;1;20:54:43
17153;8776;hwhslkialn;0;21:02:50
17154;8776;hwhslkialn;2;22:05:52
17155;8777;ryzbdimovx;0;22:41:47
17156;8778;aftdszlsrt;0;13:41:25
17157;8778;aftdszlsrt;1;21:06:44
17158;8779;xndzhjxipn;0;11:50:32
17159;8779;xndzhjxipn;2;23:56:19
17160;8780;aftdszlsrt;0;22:34:32
17161;8780;aftdszlsrt;1;23:44:47
17162;8781;xqefzmwfzf;0;12:03:29
17163;8781;xqefzmwfzf;2;22:15:49
17164;8782;aftdszlsrt;0;20:25:30
17165;8782;aftdszlsrt;1;23:39:24
17166;8783;gjgusjegws;0;18:20:59
17167;8783;gjgusjegws;1;21:11:56
17168;8784;aftdszlsrt;0;07:19:12
17169;8784;aftdszlsrt;1;16:18:24
17170;8785;mebdsmskkv;0;04:55:58
17171;8785;mebdsmskkv;1;21:51:01
17172;8786;aftdszlsrt;0;10:33:27
17173;8786;aftdszlsrt;2;23:29:17
17174;8787;cjaepnksns;0;20:50:57
17175;8787;cjaepnksns;2;21:00:55
17176;8788;aftdszlsrt;0;08:12:53
17177;8788;aftdszlsrt;2;15:34:24
17178;8789;eilqektqav;0;09:24:22
17179;8789;eilqektqav;2;21:35:52
17180;8790;aftdszlsrt;0;22:53:21
17181;8790;aftdszlsrt;2;23:22:54
17182;8791;asvmathrws;0;14:36:03
17183;8791;asvmathrws;1;22:08:25
17184;8792;aftdszlsrt;0;08:11:12
17185;8792;aftdszlsrt;2;12:11:56
17186;8793;gnfwtwxorh;0;04:45:39
17187;8793;gnfwtwxorh;2;09:21:50
17188;8794;aftdszlsrt;0;17:41:26
17189;8794;aftdszlsrt;1;21:36:12
17190;8795;qjylfdtbqk;0;19:22:22
17191;8795;qjylfdtbqk;2;21:05:51
17192;8796;aftdszlsrt;0;16:19:14
17193;8796;aftdszlsrt;1;16:48:17
17194;8797;flxhxldxsi;0;19:48:36
17195;8797;flxhxldxsi;1;20:05:07
17196;8798;aftdszlsrt;0;10:09:41
17197;8798;aftdszlsrt;2;13:17:29
17198;8799;voatsansoi;0;19:01:22
17199;8800;aftdszlsrt;0;07:43:59
17200;8800;aftdszlsrt;1;23:56:23
17201;8801;qkaixndgqd;0;06:38:36
17202;8801;qkaixndgqd;2;15:51:30
17203;8802;aftdszlsrt;0;20:47:54
17204;8802;aftdszlsrt;1;22:18:39
17205;8803;iwwjqaziyf;0;19:09:06
17206;8803;iwwjqaziyf;1;22:00:16
17207;8804;aftdszlsrt;0;18:48:17
17208;8804;aftdszlsrt;1;23:11:03
17209;8805;lnwqqmbial;0;04:11:56
17210;8805;lnwqqmbial;1;19:27:44
17211;8806;utwxzbiqjz;0;15:19:56
17212;8806;utwxzbiqjz;2;16:28:48
17213;8807;qksqmwvcrh;0;21:28:03
17214;8807;qksqmwvcrh;1;22:43:10
17215;8808;utwxzbiqjz;0;22:46:19
17216;8808;utwxzbiqjz;1;23:58:51
17217;8809;ibqwhvyqoy;0;19:32:55
17218;8809;ibqwhvyqoy;1;23:52:44
17219;8810;utwxzbiqjz;0;23:02:45
17220;8810;utwxzbiqjz;2;23:09:23
17221;8811;pddfizcclg;0;03:37:03
17222;8811;pddfizcclg;2;12:50:58
17223;8812;fumcybiwag;0;02:18:23
17224;8812;fumcybiwag;1;21:27:17
17225;8813;zreowmvucz;0;08:27:49
17226;8813;zreowmvucz;2;19:52:05
17227;8814;fumcybiwag;0;03:28:53
17228;8814;fumcybiwag;1;09:05:22
17229;8815;jalncsjtai;0;10:34:37
17230;8815;jalncsjtai;1;20:22:39
17231;8816;fumcybiwag;0;17:53:53
17232;8816;fumcybiwag;1;18:58:47
17233;8817;aepubexhyf;0;23:15:24
17234;8817;aepubexhyf;2;23:17:40
17235;8818;ztosstoayd;0;17:38:08
17236;8818;ztosstoayd;1;20:06:50
17237;8819;oxpgmpoiwi;0;12:43:34
17238;8819;oxpgmpoiwi;2;19:48:02
17239;8820;ztosstoayd;0;08:42:09
17240;8820;ztosstoayd;2;18:07:55
17241;8821;adwrwkefgh;0;08:32:48
17242;8822;ztosstoayd;0;17:07:25
17243;8822;ztosstoayd;2;21:20:47
17244;8823;nxrzqtfiln;0;17:01:21
17245;8823;nxrzqtfiln;1;18:04:14
17246;8824;ztosstoayd;0;15:20:48
17247;8824;ztosstoayd;1;21:11:48
17248;8825;bbssvkugpn;0;07:46:07
17249;8825;bbssvkugpn;1;23:14:05
17250;8826;ztosstoayd;0;19:46:29
17251;8826;ztosstoayd;1;20:08:26
17252;8827;gyezxiijuj;0;11:30:55
17253;8827;gyezxiijuj;1;18:51:34
17254;8828;ztosstoayd;0;05:03:54
17255;8828;ztosstoayd;2;05:11:21
17256;8829;ormexyqsdh;0;23:38:54
17257;8829;ormexyqsdh;1;23:47:32
17258;8830;ztosstoayd;0;15:36:07
17259;8830;ztosstoayd;2;18:58:54
17260;8831;inocjlxnwr;0;18:21:14
17261;8831;inocjlxnwr;1;19:44:47
17262;8832;ztosstoayd;0;10:43:39
17263;8832;ztosstoayd;2;18:58:24
17264;8833;qxbljzbpiw;0;15:06:14
17265;8833;qxbljzbpiw;2;22:30:22
17266;8834;ztosstoayd;0;16:15:33
17267;8834;ztosstoayd;1;18:24:04
17268;8835;jfebvkjjmp;0;06:45:30
17269;8835;jfebvkjjmp;2;07:20:40
17270;8836;lxvwortzyr;0;22:22:32
17271;8836;lxvwortzyr;1;23:29:39
17272;8837;pfltqzawng;0;13:41:13
17273;8837;pfltqzawng;1;16:06:36
17274;8838;lxvwortzyr;0;18:46:20
17275;8838;lxvwortzyr;1;20:31:21
17276;8839;lybmqecnmi;0;15:35:32
17277;8839;lybmqecnmi;2;21:27:47
17278;8840;lxvwortzyr;0;19:22:49
17279;8840;lxvwortzyr;1;22:13:51
17280;8841;czdzmkbnwb;0;18:53:50
17281;8841;czdzmkbnwb;2;23:44:21
17282;8842;lxvwortzyr;0;18:53:44
17283;8842;lxvwortzyr;2;21:23:10
17284;8843;puimrbwjbc;0;18:07:10
17285;8844;lxvwortzyr;0;17:00:56
17286;8844;lxvwortzyr;1;17:01:44
17287;8845;mgszcqsxtb;0;07:11:42
17288;8845;mgszcqsxtb;1;13:28:22
17289;8846;yflvtwxtnn;0;09:10:06
17290;8846;yflvtwxtnn;1;21:03:53
17291;8847;szczvyptcr;0;00:41:53
17292;8847;szczvyptcr;1;10:06:45
17293;8848;yflvtwxtnn;0;11:36:45
17294;8848;yflvtwxtnn;2;13:10:05
17295;8849;mzpxerjvds;0;18:25:38
17296;8849;mzpxerjvds;2;19:50:57
17297;8850;yflvtwxtnn;0;14:06:23
17298;8850;yflvtwxtnn;1;17:31:33
17299;8851;faiszoctwp;0;19:33:54
17300;8851;faiszoctwp;1;23:28:28
17301;8852;yflvtwxtnn;0;06:49:07
17302;8852;yflvtwxtnn;1;20:20:02
17303;8853;yiiqkujaqv;0;16:34:03
17304;8853;yiiqkujaqv;2;17:50:57
17305;8854;yflvtwxtnn;0;14:49:02
17306;8854;yflvtwxtnn;2;18:05:47
17307;8855;oucopnsatt;0;10:31:19
17308;8855;oucopnsatt;2;22:11:19
17309;8856;yflvtwxtnn;0;07:08:46
17310;8856;yflvtwxtnn;2;15:04:05
17311;8857;xzmoosncjj;0;01:53:03
17312;8857;xzmoosncjj;1;19:48:18
17313;8858;yflvtwxtnn;0;12:58:48
17314;8858;yflvtwxtnn;1;19:12:22
17315;8859;uxechdcylf;0;04:52:29
17316;8859;uxechdcylf;2;17:27:06
17317;8860;yflvtwxtnn;0;02:13:28
17318;8860;yflvtwxtnn;2;08:15:14
17319;8861;qaoflqdgtj;0;04:07:43
17320;8861;qaoflqdgtj;1;18:23:31
17321;8862;yflvtwxtnn;0;02:16:33
17322;8862;yflvtwxtnn;2;13:52:29
17323;8863;baujvqymyq;0;02:45:53
17324;8863;baujvqymyq;2;21:25:04
17325;8864;yflvtwxtnn;0;11:34:11
17326;8864;yflvtwxtnn;1;16:59:20
17327;8865;jdqkdgwpfn;0;06:14:16
17328;8866;yflvtwxtnn;0;08:41:58
17329;8866;yflvtwxtnn;1;14:17:04
17330;8867;canemtpurm;0;03:58:09
17331;8867;canemtpurm;1;10:18:25
17332;8868;yflvtwxtnn;0;11:58:10
17333;8868;yflvtwxtnn;2;21:41:56
17334;8869;fkudtlumpg;0;20:07:01
17335;8869;fkudtlumpg;1;22:19:47
17336;8870;yflvtwxtnn;0;17:03:28
17337;8870;yflvtwxtnn;2;23:40:54
17338;8871;myrboajxmv;0;15:04:48
17339;8871;myrboajxmv;1;21:00:55
17340;8872;yflvtwxtnn;0;00:05:20
17341;8872;yflvtwxtnn;1;10:46:31
17342;8873;eprzxzbijl;0;17:29:58
17343;8873;eprzxzbijl;2;20:44:08
17344;8874;xonpgzonid;0;23:59:43
17345;8874;xonpgzonid;1;23:59:52
17346;8875;rtoyyhioaf;0;11:56:52
17347;8875;rtoyyhioaf;1;14:34:16
17348;8876;xonpgzonid;0;08:32:23
17349;8876;xonpgzonid;2;16:51:46
17350;8877;xhwybqkrjg;0;05:54:57
17351;8877;xhwybqkrjg;2;19:54:36
17352;8878;xonpgzonid;0;13:48:11
17353;8878;xonpgzonid;1;14:38:09
17354;8879;kkyjqftzgi;0;10:37:58
17355;8879;kkyjqftzgi;2;14:48:13
17356;8880;xonpgzonid;0;12:58:23
17357;8880;xonpgzonid;1;21:31:03
17358;8881;qvauimsorc;0;15:13:34
17359;8881;qvauimsorc;1;23:46:44
17360;8882;clmyinpcnh;0;17:18:49
17361;8882;clmyinpcnh;1;18:43:09
17362;8883;fqqvtqvjmg;0;18:29:42
17363;8883;fqqvtqvjmg;1;22:09:13
17364;8884;clmyinpcnh;0;19:02:43
17365;8884;clmyinpcnh;2;22:12:44
17366;8885;njwbgythsn;0;20:16:52
17367;8885;njwbgythsn;2;20:32:35
17368;8886;clmyinpcnh;0;12:18:26
17369;8886;clmyinpcnh;2;17:37:55
17370;8887;nkfiqjsave;0;17:10:23
17371;8888;clmyinpcnh;0;20:07:11
17372;8888;clmyinpcnh;1;21:01:14
17373;8889;dsfgethukg;0;16:57:09
17374;8889;dsfgethukg;1;22:02:33
17375;8890;clmyinpcnh;0;01:50:20
17376;8890;clmyinpcnh;1;08:06:58
17377;8891;vqmoarthnm;0;08:43:09
17378;8891;vqmoarthnm;1;18:07:50
17379;8892;vbrnzxberz;0;17:40:58
17380;8892;vbrnzxberz;1;19:42:04
17381;8893;laqjgjpgzg;0;13:11:39
17382;8893;laqjgjpgzg;1;16:51:16
17383;8894;vbrnzxberz;0;00:32:47
17384;8894;vbrnzxberz;1;09:05:12
17385;8895;xebaewstpa;0;11:25:14
17386;8895;xebaewstpa;2;13:54:05
17387;8896;vbrnzxberz;0;09:43:32
17388;8896;vbrnzxberz;1;16:38:46
17389;8897;jcuqvvsphk;0;04:26:44
17390;8897;jcuqvvsphk;1;08:25:31
17391;8898;vbrnzxberz;0;11:05:54
17392;8898;vbrnzxberz;2;15:00:53
17393;8899;iscwjjaekv;0;07:53:41
17394;8899;iscwjjaekv;2;17:25:38
17395;8900;vbrnzxberz;0;12:51:32
17396;8900;vbrnzxberz;2;22:47:28
17397;8901;jiycaezpws;0;02:42:18
17398;8901;jiycaezpws;2;08:20:58
17399;8902;vbrnzxberz;0;09:08:19
17400;8902;vbrnzxberz;1;19:50:16
17401;8903;sykuhmctfc;0;02:13:11
17402;8903;sykuhmctfc;2;12:34:06
17403;8904;vbrnzxberz;0;16:30:53
17404;8904;vbrnzxberz;2;17:54:44
17405;8905;vmkoadcjol;0;21:17:47
17406;8905;vmkoadcjol;1;23:54:45
17407;8906;kjssjgcbjr;0;21:26:40
17408;8906;kjssjgcbjr;1;23:07:47
17409;8907;wrejlmfeqj;0;02:45:17
17410;8907;wrejlmfeqj;1;04:33:05
17411;8908;dlwygbeads;0;01:11:33
17412;8908;dlwygbeads;1;03:40:14
17413;8909;dfddaytowu;0;22:30:07
17414;8910;dlwygbeads;0;10:56:35
17415;8910;dlwygbeads;1;13:53:18
17416;8911;qgdkekvcck;0;14:04:51
17417;8911;qgdkekvcck;2;16:34:59
17418;8912;dlwygbeads;0;19:25:52
17419;8912;dlwygbeads;2;20:08:03
17420;8913;wquyczpzbl;0;12:45:17
17421;8913;wquyczpzbl;1;13:16:48
17422;8914;dlwygbeads;0;22:40:48
17423;8914;dlwygbeads;2;23:16:16
17424;8915;arxordpbcf;0;15:12:06
17425;8915;arxordpbcf;2;21:01:01
17426;8916;dlwygbeads;0;07:26:04
17427;8916;dlwygbeads;2;19:55:43
17428;8917;afrgtpxtnu;0;08:44:54
17429;8917;afrgtpxtnu;1;11:00:23
17430;8918;kjteqidznr;0;11:35:40
17431;8918;kjteqidznr;1;21:14:48
17432;8919;efjwqlmexo;0;03:06:21
17433;8919;efjwqlmexo;2;16:23:59
17434;8920;kjteqidznr;0;06:28:49
17435;8920;kjteqidznr;2;17:33:00
17436;8921;mdacwajlsq;0;06:44:47
17437;8921;mdacwajlsq;1;14:12:22
17438;8922;yixncmfrhn;0;06:21:41
17439;8922;yixncmfrhn;2;16:51:04
17440;8923;rhxxnoocrh;0;21:33:10
17441;8923;rhxxnoocrh;1;22:01:32
17442;8924;pgjegispbv;0;15:14:07
17443;8924;pgjegispbv;1;23:52:32
17444;8925;mjslwgdyqs;0;16:53:17
17445;8925;mjslwgdyqs;2;19:23:17
17446;8926;pgjegispbv;0;01:56:44
17447;8926;pgjegispbv;2;23:29:11
17448;8927;ajdwyavabl;0;23:46:04
17449;8927;ajdwyavabl;2;23:52:22
17450;8928;pgjegispbv;0;13:11:04
17451;8928;pgjegispbv;2;15:01:13
17452;8929;yzzlieopej;0;20:40:51
17453;8929;yzzlieopej;1;22:17:42
17454;8930;vaqpefyycw;0;05:57:45
17455;8930;vaqpefyycw;2;17:11:57
17456;8931;ezdfsuebcw;0;21:00:51
17457;8932;vaqpefyycw;0;13:19:50
17458;8932;vaqpefyycw;2;19:22:19
17459;8933;adluneislk;0;21:46:46
17460;8933;adluneislk;1;21:51:59
17461;8934;vaqpefyycw;0;06:49:01
17462;8934;vaqpefyycw;1;17:02:21
17463;8935;qxypixubjv;0;07:07:45
17464;8935;qxypixubjv;1;20:26:52
17465;8936;uueslcmywu;0;17:20:55
17466;8936;uueslcmywu;2;18:22:51
17467;8937;gwsdnezgki;0;13:27:46
17468;8937;gwsdnezgki;1;18:16:45
17469;8938;uueslcmywu;0;21:37:31
17470;8938;uueslcmywu;1;23:27:58
17471;8939;joiwwtvftw;0;09:16:01
17472;8939;joiwwtvftw;2;13:51:01
17473;8940;uueslcmywu;0;08:13:25
17474;8940;uueslcmywu;1;23:16:57
17475;8941;ramklkhxog;0;22:30:17
17476;8941;ramklkhxog;1;23:51:12
17477;8942;uueslcmywu;0;04:26:43
17478;8942;uueslcmywu;2;13:26:03
17479;8943;oawwoetqaz;0;09:17:34
17480;8943;oawwoetqaz;1;13:57:47
17481;8944;uueslcmywu;0;05:54:22
17482;8944;uueslcmywu;1;10:22:19
17483;8945;teimktmcnx;0;14:03:00
17484;8945;teimktmcnx;2;15:33:43
17485;8946;uueslcmywu;0;12:28:18
17486;8946;uueslcmywu;1;21:30:40
17487;8947;obgysbufxx;0;22:30:37
17488;8947;obgysbufxx;2;23:00:12
17489;8948;yluvwpudku;0;06:58:00
17490;8948;yluvwpudku;2;11:44:34
17491;8949;pmvuylkmfl;0;05:04:32
17492;8949;pmvuylkmfl;2;08:17:00
17493;8950;urxorhmrps;0;21:20:50
17494;8950;urxorhmrps;1;23:05:10
17495;8951;xomqiqdkee;0;18:46:37
17496;8951;xomqiqdkee;1;19:39:03
17497;8952;urxorhmrps;0;22:34:54
17498;8952;urxorhmrps;1;22:52:55
17499;8953;udbbomzlan;0;20:18:38
17500;8954;iivicpyqam;0;13:08:33
17501;8954;iivicpyqam;1;13:13:58
17502;8955;gsjsetwpyq;0;01:01:06
17503;8955;gsjsetwpyq;1;19:20:06
17504;8956;iivicpyqam;0;03:09:04
17505;8956;iivicpyqam;2;12:56:55
17506;8957;ozebqmmixc;0;18:00:46
17507;8957;ozebqmmixc;1;20:00:01
17508;8958;iivicpyqam;0;22:02:44
17509;8958;iivicpyqam;1;23:09:13
17510;8959;zuyvvoisme;0;23:42:24
17511;8959;zuyvvoisme;1;23:43:47
17512;8960;iivicpyqam;0;01:16:36
17513;8960;iivicpyqam;2;10:03:47
17514;8961;duonxwwvzh;0;19:47:40
17515;8961;duonxwwvzh;1;20:04:02
17516;8962;iivicpyqam;0;22:20:26
17517;8962;iivicpyqam;2;23:22:03
17518;8963;vhtrlzwajn;0;07:15:10
17519;8963;vhtrlzwajn;2;08:58:06
17520;8964;tsiwdsnznn;0;01:24:31
17521;8964;tsiwdsnznn;1;16:46:38
17522;8965;tkpfztkkgp;0;20:46:36
17523;8965;tkpfztkkgp;2;22:32:10
17524;8966;tsiwdsnznn;0;15:25:34
17525;8966;tsiwdsnznn;2;18:52:55
17526;8967;aajtllihcw;0;18:24:51
17527;8967;aajtllihcw;2;22:08:45
17528;8968;tsiwdsnznn;0;12:47:10
17529;8968;tsiwdsnznn;2;19:42:11
17530;8969;yjqdttzshm;0;07:13:39
17531;8969;yjqdttzshm;1;16:59:16
17532;8970;tsiwdsnznn;0;11:41:11
17533;8970;tsiwdsnznn;2;17:17:56
17534;8971;mlenudyvmx;0;13:02:24
17535;8971;mlenudyvmx;2;15:30:09
17536;8972;tsiwdsnznn;0;10:27:28
17537;8972;tsiwdsnznn;2;11:13:11
17538;8973;flewhqvpij;0;07:48:44
17539;8973;flewhqvpij;1;21:55:07
17540;8974;tsiwdsnznn;0;17:02:54
17541;8974;tsiwdsnznn;2;22:04:47
17542;8975;umdfhzijnk;0;22:29:30
17543;8976;tsiwdsnznn;0;21:17:22
17544;8976;tsiwdsnznn;1;22:45:03
17545;8977;ptzijkvehv;0;03:12:35
17546;8977;ptzijkvehv;2;03:39:14
17547;8978;tsiwdsnznn;0;05:30:51
17548;8978;tsiwdsnznn;2;23:56:11
17549;8979;elicvpjgii;0;12:08:07
17550;8979;elicvpjgii;2;12:54:36
17551;8980;cqbqdfvtwv;0;14:05:47
17552;8980;cqbqdfvtwv;1;23:17:23
17553;8981;wjojxdaque;0;21:41:42
17554;8981;wjojxdaque;2;23:34:43
17555;8982;cqbqdfvtwv;0;00:31:48
17556;8982;cqbqdfvtwv;2;14:51:31
17557;8983;xutgqqknzv;0;05:44:33
17558;8983;xutgqqknzv;2;10:55:35
17559;8984;cqbqdfvtwv;0;12:29:04
17560;8984;cqbqdfvtwv;2;16:56:18
17561;8985;iashrculkr;0;22:47:55
17562;8985;iashrculkr;1;23:35:36
